CID,z,RA,DEC,Delta_clean,Delta_hat_corr,Delta_post
18604,0.17483,340.921,0.4214,0.25963849600773,0.1153163040205488,0.1443221919871812
14979,0.17654,54.9464,0.9928,-0.12909159975733392,0.0969854171078651,-0.22607701686519902
17218,0.17697,356.172,-0.0301,-0.07991007940745132,0.10640919258488046,-0.18631927199233178
14451,0.17729,308.195,0.9271,-0.17785429993325655,0.11358410949424556,-0.2914384094275021
17220,0.17769,9.7015,-0.1792,-0.32830623719721813,-0.10354913470741195,-0.22475710248980618
370428,0.1778,184.375,47.5482,-0.02918841226668758,0.17459408918151573,-0.2037825014482033
5635,0.17839,333.183,-0.0349,0.33366762039551245,0.11841995549895545,0.215247664896557
6936,0.1789,323.234,-0.6998,0.004020425049552122,0.08200968034932979,-0.07798925529977767
300179,0.17896,351.142,0.227,0.10389009701024626,0.2279240391718932,-0.12403394216164693
13045,0.17916,345.025,0.5377,-0.07447729910535021,0.14372121671792354,-0.21819851582327376
1347120,0.17955,52.8899,-28.9121,-0.048427901152479594,-0.30685826860076576,0.2584303674482862
2372,0.17959,40.5207,-0.5409,-0.09239393098846224,0.07076458631664206,-0.1631585173051043
1303496,0.17979,53.8482,-29.5918,-0.00790959379127256,-0.11949549920086489,0.11158590540959232
13254,0.1799,42.0587,-0.347,0.35986504448242773,0.15049264139066038,0.20937240309176736
14284,0.18037,49.0493,-0.6009,-0.2832268016496729,0.05277434392511837,-0.33600114557479127
420159,0.18059,333.685,1.2178,-0.17720910043307828,0.14880721955358617,-0.32601631998666447
330023,0.18064,35.7981,-2.7801,0.030373081262274802,0.21314633886384302,-0.1827732576015682
350548,0.18067,128.848,44.9136,-0.06472439263656102,0.14110950611175324,-0.20583389874831426
360112,0.18071,130.673,43.5966,-0.11372883065356718,-0.23822466072189366,0.12449583006832649
17215,0.1808,54.9264,1.0923,-0.03875688156838052,0.09982987088522721,-0.13858675245360774
370595,0.18138,150.498,1.3251,-0.02138977038713851,-0.3394368257240182,0.31804705533687966
15443,0.18123,49.8674,-0.318,-0.260227737822732,-0.05897609208910176,-0.20125164573363025
1339392,0.18148,54.1245,-28.5698,-0.25598812681790883,-0.03977676788613482,-0.216211358931774
17332,0.18203,43.7735,-0.1474,-0.057179584880017065,0.09937472343153675,-0.1565543083115538
1580,0.18216,45.3231,-0.6441,-0.19528268857247688,0.03653965236548981,-0.2318223409379667
1250017,0.18217,43.1937,-0.1275,-0.05934762274300037,0.03371042064437457,-0.09305804338737494
15453,0.18243,319.668,-1.0243,0.04293028705811003,0.0874983076894364,-0.044568020631326366
17391,0.18345,347.552,-0.9314,-0.09305933441625222,0.17339287478976625,-0.2664522092060185
1257695,0.18383,7.6016,-42.2982,-0.06342092236108648,-0.13974654412091592,0.07632562175982943
17168,0.18376,339.724,-1.1671,0.027331333282267264,0.09418544361148785,-0.06685411032922059
20048,0.18388,339.308,0.7364,0.1481365818739562,0.1469602020845667,0.0011763797893895034
1296321,0.18444,40.9169,-0.7619,0.24159048537226813,-0.0036699819815888546,0.24526046735385698
15421,0.18443,33.7416,0.6025,0.07168993245691718,0.07071391612327496,0.0009760163336422212
8213,0.18468,357.521,-0.9214,0.037494412954938466,0.2147129135510608,-0.17721850059612235
15461,0.18482,326.848,-0.4947,-0.10925461901344322,0.08339145047550903,-0.19264606948895224
1336453,0.18492,40.9697,-1.2293,-0.028166873876780893,0.0166004422725283,-0.04476731614930919
6422,0.18501,349.139,-0.6632,-0.1394861200346683,0.10586611510934871,-0.245352235144017
16281,0.18507,352.942,-0.6681,-0.14041946670053182,0.11198715962458156,-0.25240662632511335
370563,0.18538,150.952,2.646,0.0116160939764271,0.021819596310761857,-0.010203502334334758
15365,0.18651,354.557,1.2491,-0.018307059480453886,0.07625487419354417,-0.09456193367399805
18807,0.18714,46.6409,0.7933,0.011844231452686371,0.07193806907935846,-0.060093837626672086
5994,0.18801,312.603,-0.1679,-0.04529649940492324,-0.03819848530558975,-0.007098014099333486
12927,0.18892,41.7861,0.7751,-0.3211162547852296,0.06208574586031407,-0.38320200064554366
16100,0.18893,30.4363,-1.0324,0.10029768675915594,0.169282542490807,-0.06898485573165104
1273127,0.18937,8.5563,-43.2759,0.2691269806615689,-0.13776844963999285,0.4068954303015618
18787,0.18915,29.7298,-1.0271,0.39688772781234766,0.11460114662363069,0.28228658118871697
18749,0.18931,12.5473,0.6754,0.08087018924973455,0.14023571284543435,-0.0593655235956998
440643,0.18955,53.6036,-26.7739,-0.05343364536518597,-0.3391875299152334,0.2857538845500474
6304,0.18979,26.4976,1.196,0.018350830460311843,0.14716048520844316,-0.12880965474813133
762,0.19009,15.5353,-0.879,0.05457027110343669,0.04781214239963266,0.006758128703804031
20687,0.19026,16.7181,1.1541,0.004023406928025414,0.23081076809665263,-0.22678736116862722
2440,0.1903,42.6337,0.8078,0.11226397606571722,0.08589405004057196,0.026369926025145263
16276,0.19397,20.5787,1.0106,-0.011478236077343476,0.01082323030382426,-0.022301466381167735
2246,0.19422,50.0904,-0.8856,0.08060474240543489,0.14401349604991637,-0.06340875364448148
20821,0.19534,55.5726,1.0631,0.4541769439774106,0.3906057626593054,0.06357118131810519
1253920,0.19556,54.6293,-27.0428,-0.0988406732730632,-0.10714844447155365,0.008307771198490452
14984,0.19549,313.834,-0.0928,0.05610774846412511,0.11141982722129373,-0.05531207875716862
15674,0.19555,340.829,0.2629,0.1574322768599153,0.16975653327077034,-0.01232425641085505
000236,0.19602,131.58,44.0731,-0.10881140074513773,0.15714707640513167,-0.26595847715026943
15129,0.19611,318.902,-0.3214,-0.03496578890850557,0.10669458160109087,-0.14166037050959643
1298893,0.19616,35.724,-6.2568,0.11177795802158837,0.07055274933466826,0.0412252086869201
1334620,0.19624,35.7529,-6.2642,0.15046367319634268,0.05078468567245442,0.09967898752388826
13070,0.19719,357.785,-0.7463,-0.12536964331829675,0.07595152633341885,-0.2013211696517156
18804,0.19726,25.2656,-0.4484,-0.206534240698937,0.048560535427499885,-0.2550947761264369
1302058,0.19786,53.3964,-29.1906,-0.37306251307189076,-0.1455597770159492,-0.22750273605594157
15222,0.19801,2.8534,0.7027,-0.01860248459042703,0.13300601826483927,-0.15160850285526628
1316431,0.19815,42.2394,-0.4084,-0.050374210537556835,-0.10602290046584698,0.05564868992829014
13370,0.19846,27.1515,0.3282,0.4055786558764647,0.1748912633564733,0.2306873925199914
360145,0.1986,163.669,59.019,0.021943968407512466,0.13156582887685672,-0.10962186046934426
19658,0.19863,8.9032,-0.2327,0.012875437547896822,0.14722483887792054,-0.1343494013300237
18768,0.19892,17.2167,1.1979,0.177160164377843,0.05262054891415929,0.1245396154636837
110460,0.19956,53.8448,-27.8403,0.0013823500890271876,0.021014487787355596,-0.01963213769832841
500504,0.19948,212.459,53.4778,-0.11293036530270602,0.20199092153129497,-0.314921286834001
560150,0.19957,333.961,1.2276,0.09580404560347543,0.16802167835878312,-0.0722176327553077
19101,0.20062,7.9727,0.1383,-0.17539262794793548,0.13415914147278,-0.3095517694207155
470232,0.20068,129.546,45.2023,0.06605787155728379,-0.1953238945254951,0.26138176608277885
370308,0.20074,131.317,43.3857,-0.18326344579264697,-0.013111929611803685,-0.1701515161808433
590002,0.20139,149.545,0.8783,-0.007273191027212453,-0.24165015537240897,0.2343769643451965
13152,0.20216,7.0521,0.118,-0.27998938254863676,0.06999885843452802,-0.3499882409831648
19913,0.20237,333.763,-0.3413,0.08442341626939645,0.1415763588942218,-0.05715294262482534
6780,0.20268,328.069,0.2671,0.022878177161928637,0.13864909206414286,-0.11577091490221422
14212,0.20308,330.47,1.045,0.0756809400588651,0.09723955302696038,-0.02155861296809529
15203,0.20314,15.7347,0.1831,-0.07217170686489473,0.05785256060309055,-0.1300242674679853
16032,0.20318,44.0692,-0.4108,0.03534864043925842,0.1739377396387856,-0.13858909919952717
7243,0.20323,328.079,0.4719,-0.008426727694737637,0.1058211035006446,-0.11424783119538223
15901,0.20368,31.9763,-0.5354,-0.019651283936225457,0.10629556621375114,-0.12594685014997659
18965,0.20454,13.5091,1.069,-0.033391293279073794,0.10985252566770179,-0.14324381894677557
110033,0.20471,34.9031,-3.5292,-0.1483709317705303,0.13780295943843263,-0.2861738912089629
17801,0.20515,316.093,-0.898,0.2750224037678982,0.2006095893567283,0.07441281441116993
15872,0.20549,36.7225,-0.3278,-0.1698073333177685,0.0846473192449608,-0.2544546525627293
1327978,0.20699,8.28,-44.1402,-0.004562601074229376,-0.06882889501373562,0.06426629393950625
15201,0.20736,337.519,0.0036,0.5117191963027483,0.33822324377964613,0.17349595252310218
1283373,0.20754,54.9467,-26.7304,0.16301421664268856,-0.10750044886449767,0.2705146655071862
20376,0.20831,319.396,-0.5239,-0.11618033954650789,0.29137331537508837,-0.40755365492159623
15467,0.20847,320.02,-0.1774,-0.1382831932113522,0.08083158453924649,-0.2191147777505987
200132,0.20856,334.494,-0.6969,0.11809722448904093,-0.16242866608659706,0.280525890575638
15259,0.20857,337.544,-0.4078,-0.11693001932276215,0.10605354426980468,-0.22298356359256682
140152,0.20864,162.393,57.6157,-0.17633028945786808,0.18401475858436592,-0.360345048042234
16482,0.20937,328.71,0.9337,-0.01744983589485137,0.23762066525687844,-0.2550705011517298
550154,0.21003,36.3556,-3.5962,0.14411179957539583,0.16047645128743454,-0.016364651712038714
19149,0.21023,31.46,-0.3319,-0.5678596828362044,0.014895679624910951,-0.5827553624611153
460105,0.21071,129.37,44.0453,0.04172971870913336,-0.10610763762313546,0.14783735633226883
14157,0.21083,51.1367,1.0224,-0.24560519835027544,0.07070771352395211,-0.31631291187422755
18940,0.21099,10.349,0.412,0.00810442300603964,0.11654065794416762,-0.10843623493812798
1257366,0.21137,53.8996,-26.9693,0.1958028434223757,-0.03527030875469972,0.2310731521770754
7847,0.2116,32.4599,-0.0618,0.009488968442925336,0.15809441691864617,-0.14860544847572082
17811,0.21186,12.8787,-0.9474,-0.16783045864468873,0.1429243434127384,-0.3107548020574271
18927,0.21214,46.6825,-0.754,0.00937781713317934,0.19935035135817802,-0.18997253422499868
13305,0.21339,331.1,0.6912,-0.03655831857108189,0.0679390661372464,-0.10449738470832828
8495,0.21353,335.261,-0.7482,-0.04205601362959434,0.11267694292899585,-0.1547329565585902
6933,0.21383,11.3517,1.0756,-0.13256010781406474,0.04866063829002787,-0.1812207461040926
110567,0.21442,52.7131,-26.46,0.09734597446784751,0.09186825354658767,0.005477720921259838
1249851,0.21511,55.218,-29.4,-0.03210401725001813,0.173614784557528,-0.20571880180754612
14019,0.21513,316.642,-0.648,0.4527269797897057,0.2123615574810111,0.24036542230869462
1316,0.21566,334.864,0.4945,0.13442745819318574,0.20436816296598131,-0.06994070477279557
100206,0.21653,52.5182,-28.2567,-0.24550572796858372,0.021319435907870943,-0.26682516387645466
17435,0.21674,20.3446,-0.0148,-0.048588450816020576,0.152336705249905,-0.2009251560659256
7473,0.21677,4.3264,-0.2573,0.032773467606439975,0.06676915747406967,-0.03399568986762969
20364,0.21729,25.7566,-0.9455,0.0769524929370374,0.1912515070073563,-0.1142990140703189
13641,0.21781,345.219,-0.9811,-0.11960741535553097,0.09487914543234705,-0.21448656078787803
1290816,0.21848,54.1725,-27.84,0.10143830781399077,-0.12235650322334551,0.22379481103733628
1304678,0.21884,54.8701,-27.6439,0.1381553204890294,-0.0024816499814926396,0.14063697047052204
9467,0.21885,328.951,1.1808,0.16236637591411834,0.1871267929760997,-0.024760417061981344
5533,0.21887,328.67,0.4134,0.09660079713630176,0.17959821428535644,-0.08299741714905468
1342255,0.21886,40.7435,-0.2674,-0.08401125809959978,0.03386669729876124,-0.11787795539836102
1302187,0.21943,52.1619,-27.1421,-0.008953575808649278,-0.07819213169847772,0.06923855588982844
15433,0.21935,14.8796,-0.2565,0.027966195344387507,0.11705680826241506,-0.08909061291802756
000220,0.21982,150.537,2.7186,-0.010237313431527471,0.08401147373628962,-0.0942487871678171
18466,0.21967,48.4185,0.63,0.03267415626508078,0.13224334128870335,-0.09956918502362258
14331,0.21976,7.8887,-0.1358,0.16248522025788756,0.12269646907474682,0.039788751183140736
19230,0.22005,332.891,0.7648,-0.04216636489308648,0.27484019308901114,-0.31700655798209765
7512,0.22055,52.0903,-0.3261,0.08499791117873262,0.021683667659297468,0.06331424351943515
15354,0.22069,6.7737,-0.126,0.13639539193299194,0.32861394008450767,-0.19221854815151573
370098,0.22141,150.006,2.4311,-0.07785986648754853,0.07291121680503429,-0.15077108329258282
480464,0.22141,149.8,3.2216,-0.07561423874298431,-0.14776572461847098,0.07215148587548667
1331123,0.22157,8.0363,-42.5542,0.18546979924535947,-0.17514660068637472,0.3606163999317342
13025,0.22287,341.567,0.4159,0.19601539252415912,0.18131086437144878,0.014704528152710339
14846,0.22335,7.6632,0.1416,0.0009032492175432075,0.10528613094079083,-0.10438288172324761
330083,0.22373,129.496,43.2977,-0.11732481471111722,0.21806102620935297,-0.3353858409204702
1304442,0.22451,52.1631,-28.1083,-0.02666598463090493,-0.1560221938153489,0.12935620918444396
550096,0.22451,52.7766,-26.3979,-0.22666478855087835,0.06788091960778453,-0.2945457081586629
1292560,0.22482,35.0558,-5.3611,-0.0588571212463159,0.041687970617144424,-0.10054509186346032
030066,0.22552,150.183,3.404,-0.08511250925954779,0.12195618437316592,-0.2070686936327137
13727,0.22534,317.588,0.9326,-0.06963908174124793,0.04698550412941685,-0.11662458587066478
15229,0.22536,4.832,1.0907,0.015487526445110159,0.13599988999220883,-0.12051236354709867
020096,0.22563,161.314,58.1927,-0.12786663610338794,0.20781076854847408,-0.335677404651862
19992,0.22632,357.104,-1.185,0.22031680597547404,0.19292880976339816,0.027387996212075882
1315192,0.22714,42.9859,-0.5231,-0.07830905850735173,-0.036570677703338106,-0.041738380804013625
1315259,0.22806,40.8641,-1.6036,0.10574345216147821,0.027427892242464946,0.07831555991901326
180561,0.22853,334.462,1.4684,0.04457157360227295,0.1077367312197246,-0.06316515761745164
13072,0.22917,334.96,0.0244,0.03864915369066309,0.1500273733368784,-0.11137821964621532
3452,0.22967,334.672,0.6392,-0.1034386257739542,0.11487655725304198,-0.21831518302699618
21033,0.23006,28.8137,0.6431,-0.030613277873183693,0.16873314656940147,-0.19934642444258516
000006,0.23044,53.3665,-28.3715,0.1702442883767707,0.049242526850787005,0.12100176152598369
040780,0.23066,243.62,54.7258,0.022699746303283058,0.1936997434823915,-0.17099999717910844
19008,0.23075,331.963,-1.0699,-0.10697943877695218,0.0991811209389093,-0.20616055971586147
360140,0.23083,185.618,47.7162,0.10246594560220705,-0.06063271038283774,0.1630986559850448
17875,0.23111,20.9834,1.255,0.06109333003719347,0.08661200356435005,-0.025518673527156574
430004,0.2315,351.113,-0.7542,-0.03984222558198784,0.1628084012227485,-0.20265062680473633
1302648,0.23171,10.0026,-44.0541,-0.03491120395380429,-0.12144985198523633,0.08653864803143205
1275946,0.23212,10.404,-43.6378,-0.08492442819281668,-0.170606388387068,0.08568196019425131
15369,0.23269,348.833,-0.5626,-0.40916332077223494,0.029373179520395365,-0.4385365002926303
1292336,0.23356,40.9988,-0.9061,-0.0006575336715227142,0.04181898590815164,-0.042476519579674354
350047,0.23364,163.262,58.1363,0.29150608604811334,0.23682937638754167,0.05467670966057167
1336687,0.23381,35.6058,-6.1499,-0.024613076751119047,0.020949288927611665,-0.04556236567873071
12971,0.23381,6.6485,-0.3021,-0.15195672583223532,0.1072011095570054,-0.25915783538924075
110536,0.23475,54.3325,-26.9017,-0.0012023957182042098,0.09526538755870317,-0.09646778327690739
1279500,0.23471,36.9257,-4.3149,0.019933718729660294,-0.0009929498085937405,0.020926668538254034
1319366,0.23483,41.4955,-1.0881,-0.13698051595469782,0.009018937151687584,-0.1459994531063854
1298281,0.23508,40.2679,-0.9553,0.03442156351118984,-0.031140211111409022,0.06556177462259886
19341,0.23543,15.8603,0.3314,0.0944868605633387,0.2123136195133397,-0.11782675895000101
15287,0.2363,323.96,-1.0574,0.08067347556869721,0.03932812519168297,0.04134535037701424
310574,0.23649,352.986,0.5363,0.043022903205390484,0.16577570676727027,-0.12275280356187979
13511,0.23653,40.6124,-0.7941,0.28526542450152026,0.13287368108595995,0.1523917434155603
12881,0.23671,10.1623,-0.0736,-0.1512376426601364,0.09509787493592584,-0.24633551759606223
16350,0.23684,323.639,-0.8858,0.014457040868348175,0.16645141778770753,-0.15199437691935935
1317277,0.23711,35.9031,-5.4815,0.0635507259737538,0.03214326843272719,0.03140745754102661
20768,0.23735,40.6259,-0.9712,0.5553972246776222,0.2823015747627393,0.2730956499148829
17884,0.23776,27.5998,1.1721,-0.08478615559372038,0.10416114050289257,-0.18894729609661295
470008,0.23954,53.0828,-29.0138,-0.4085440071567542,-0.1969086825361489,-0.2116353246206053
18486,0.23971,55.18,1.0031,-0.2176417410624208,0.09788016245961545,-0.31552190352203624
510251,0.24004,244.494,55.7428,0.14067221595730184,0.003760238866965082,0.13691197709033676
580300,0.24072,130.334,44.7877,0.13770525696713753,0.20907913119513225,-0.07137387422799471
510550,0.24106,243.275,55.6117,0.004369290349279915,0.21905794223389796,-0.21468865188461805
460064,0.24153,53.7742,-26.7649,-0.2228537695820344,0.061496463706598836,-0.28435023328863324
17223,0.24151,26.3614,-0.0194,-0.1859673317931511,0.18262648412808252,-0.36859381592123364
14481,0.24207,2.6817,0.2013,0.284503353054378,0.16464186888443516,0.11986148416994286
20111,0.24267,354.394,0.2481,0.13480377447068545,0.19127979262776074,-0.056476018157075286
480064,0.24271,128.796,44.4482,0.27746477767545186,0.13604747137637258,0.14141730629907928
20088,0.24316,13.2052,0.6315,-0.08172499941265719,0.09473739802895627,-0.17646239744161346
13506,0.24341,25.2433,-0.7278,0.28667804142428743,0.2783548307043192,0.008323210719968221
19023,0.24405,307.117,0.0062,-0.12805541721627792,0.009645154009891327,-0.13770057122616924
15466,0.24436,317.645,-0.1232,-0.03870035479111365,0.21928104134782164,-0.2579813961389353
3377,0.24449,54.1562,1.0792,-0.2587473483547743,0.08958850519416194,-0.34833585354893626
000174,0.24497,162.029,56.8502,0.08087486537190161,0.17910203640085207,-0.09822717102895046
420407,0.24512,333.949,-0.3155,0.1835688176632986,0.20262755434749,-0.01905873668419139
20039,0.24539,9.8786,1.0243,0.018011842072104562,0.11925408406511195,-0.1012422419930074
000010,0.24594,149.749,3.1575,0.0966216261033605,0.08850551263733908,0.008116113466021424
13835,0.24604,6.0596,-0.2483,-0.032213171574860186,0.08473483951728575,-0.11694801109214593
15219,0.24637,34.6111,0.2267,0.012397050705957723,0.10958992147686246,-0.09719287077090474
12977,0.24643,13.6956,-0.2509,-0.06289783107639839,0.17184447779491685,-0.23474230887131525
05D3mq,0.24649,214.752,52.3851,0.09375483449723176,-0.0364727908043819,0.13022762530161366
1334645,0.24701,36.3796,-5.879,-0.1152338010032049,-0.0031677753581398627,-0.11206602564506504
3451,0.24835,334.069,0.7081,-0.19433415981595598,0.12124434968390242,-0.3155785094998584
420087,0.24848,352.767,0.1062,0.06146144667848222,0.06348089212214086,-0.002019445443658646
450082,0.24848,353.356,0.3105,0.06200926316134962,0.003485317793612608,0.058523945367737015
560152,0.24851,334.8,1.1602,-0.004230871783515638,0.07568388994088265,-0.07991476172439829
15161,0.24853,35.8429,0.819,-0.026126555609800775,0.1451202334406035,-0.1712467890504043
19990,0.24883,34.8064,-0.3848,0.11433481815710997,0.14483097878256462,-0.030496160625454655
120585,0.24899,35.7735,-3.6103,-0.09328139956119262,0.21816148986528638,-0.311442889426479
3199,0.24961,333.293,1.0505,0.2344687533903321,0.023429261483521535,0.21103949190681057
16106,0.24973,332.089,-1.1488,-0.07756223793680127,0.18930397413918926,-0.26686621207599054
15868,0.24974,38.0998,-0.7136,-0.02940260057658553,0.09127166136706005,-0.12067426194364558
520077,0.25004,244.663,55.6842,0.2801635944684226,0.08156161618575636,0.19860197828266624
390449,0.25008,242.951,54.4558,0.008502360246337057,0.010138980274704501,-0.001636620028367444
13689,0.2503,4.0161,0.8076,-0.05361801835626934,0.03645411296070167,-0.090072131316971
5717,0.25037,17.896,-0.0059,0.1255381139634402,0.053448180937599093,0.0720899330258411
500004,0.25052,213.023,51.6739,-0.12812562942782538,0.2625616782288155,-0.39068730765664084
16213,0.25077,8.9711,0.2584,-0.026320262014189147,0.11316544100353859,-0.13948570301772772
17552,0.25191,322.321,-1.0032,0.022808627106018636,0.02245634447467404,0.00035228263134459703
310161,0.25247,352.966,-0.6604,0.05762441834079361,0.15452644235443216,-0.09690202401363855
9032,0.25249,337.885,-0.4936,-0.01765423171538147,0.14860590754701203,-0.1662601392623935
000034,0.25319,36.0664,-3.1865,-0.11010488035020535,0.17809073949602502,-0.2881956198462304
17464,0.25345,6.6408,0.042,-0.3625916846712502,0.2308617167544105,-0.5934534014256607
5736,0.25394,22.8627,-0.6316,0.06043400209368674,0.10228964725704404,-0.0418556451633573
1336480,0.25605,41.7246,-1.1646,0.22904516077937298,0.06362080382273494,0.16542435695663804
1112,0.25609,339.018,-0.3752,0.16319246082912817,0.2649134643960143,-0.10172100356688615
17340,0.25625,41.2121,0.3648,-0.04877110513124259,0.1636872255206895,-0.2124583306519321
9457,0.25672,335.814,0.253,0.08672889019096709,0.23963323455410718,-0.1529043443631401
19207,0.25721,333.464,-0.9203,0.12469450401661653,0.21981670241107729,-0.09512219839446076
18325,0.25723,8.9057,0.37,0.024454593135136524,0.14012973400114692,-0.1156751408660104
8046,0.2576,39.1168,0.5113,0.17225336521558496,0.16217156676279945,0.010081798452785506
6108,0.258,1.8066,0.349,0.07652105093666318,0.1733112886536731,-0.09679023771700991
550041,0.25847,352.54,-0.8664,-0.07400942485333455,0.06089420618857144,-0.134903631041906
1297026,0.25855,35.821,-5.1821,0.08723208954157967,0.011071902472122752,0.07616018706945692
1303883,0.25911,8.8633,-44.9171,0.04556681097217769,-0.1914474406077708,0.2370142515799485
1289664,0.25908,40.8968,-1.1299,-0.12800454629763888,-0.012865148435858398,-0.11513939786178048
1335694,0.25912,42.845,-0.6485,-0.08486688309072232,-0.027209700276708604,-0.05765718281401372
12972,0.25935,7.9586,-0.383,0.038908036901313364,0.21752002098758935,-0.178611984086276
1330426,0.25954,53.9704,-28.6924,-0.10663696257290393,-0.13486858206631447,0.028231619493410534
020176,0.26051,211.862,53.3429,-0.031260687231238884,0.22478662710470115,-0.25604731433594
370498,0.26086,186.266,46.8062,0.08673464364650256,0.031312137066387746,0.055422506580114814
15440,0.2613,39.7207,0.0901,0.021630874705007075,0.1860327407737395,-0.16440186606873242
1337649,0.26151,43.4044,0.5102,-0.10251587151382102,0.0343705130410521,-0.13688638455487312
2017,0.26162,328.943,0.5935,0.11226348621333036,0.05000783100201858,0.06225565521131178
19702,0.26162,47.7548,0.3568,0.24502339575622054,0.3085510386123581,-0.06352764285613757
1253,0.26166,323.799,0.1631,-0.07001580644716442,0.18797394834797349,-0.2579897547951379
13655,0.26173,39.0202,-0.9942,0.3048435365439485,0.281533018476604,0.02331051806734452
18945,0.26187,10.0784,-1.0374,0.22503728503771528,0.1964252753060055,0.02861200973170977
13956,0.2629,20.9418,0.8167,0.8643172753896606,0.5406537546805921,0.32366352070906856
520019,0.26309,241.861,54.4578,0.1682742092119548,0.23440508543242017,-0.06613087622046537
04D3ez,0.26348,214.783,53.072,-0.029553655059364817,-0.044379453644010386,0.01482579858464557
350235,0.26384,184.35,48.3462,0.06347422161558025,0.18509723699691732,-0.12162301538133707
330022,0.26386,35.3241,-2.9491,-0.12761935394573737,0.1798880854613443,-0.3075074394070817
12983,0.26395,16.4588,0.1448,0.13586940040784246,0.3324727801690019,-0.19660337976115944
2943,0.26405,17.7049,1.0079,-0.025359295900019972,0.18154224343923925,-0.20690153933925923
110478,0.26462,53.5803,-27.5689,-0.046142298533195,0.03295401652438368,-0.07909631505757868
13099,0.26451,359.819,-1.2504,0.15013314541771683,0.19259088556168985,-0.04245774014397302
2422,0.2657,1.9945,0.6382,-0.005704510602106,0.043115729153684515,-0.048820239755790515
6315,0.26576,310.483,1.092,-0.23962074541215472,0.1512753972399677,-0.3908961426521224
1334087,0.26629,41.0084,-0.4674,-0.2656251626674611,0.14511033849801014,-0.41073550116547125
18463,0.26687,17.566,0.472,-0.0369946502158793,0.05351463274889154,-0.09050928296477084
1309288,0.26794,54.6449,-29.1944,-0.08182533815106488,-0.02067261515705815,-0.06115272299400673
520023,0.26804,245.239,55.1548,-0.05355106657006639,0.300381995974648,-0.35393306254471435
530037,0.2685,333.671,-1.0504,-0.010383235216447365,0.07009524703979414,-0.0804784822562415
06D3fp,0.26848,215.077,52.8972,-0.0679898264346756,-0.03815247634074617,-0.029837350093929432
14298,0.26879,314.895,1.2233,-0.03217210035020454,0.061556541322711295,-0.09372864167291584
510638,0.27006,243.469,56.0842,0.04564519421721214,0.09061107616753716,-0.044965881950325026
19002,0.2701,42.6154,-0.5512,-0.0913129346979513,0.05208205234270427,-0.14339498704065556
310051,0.27045,353.412,-0.5525,0.0037631463718296315,0.18765622679872962,-0.1838930804269
160039,0.27085,184.975,48.1403,-0.035717389598042174,0.222353487238311,-0.25807087683635316
380378,0.27129,213.525,53.4648,-0.06445469942478808,0.22741535724223244,-0.29187005666702054
1292332,0.27265,41.1435,-1.2851,-0.08713726501585697,0.08885431949595819,-0.17599158451181518
15356,0.2734,335.053,0.4099,-0.08466846441750757,0.16857812703635763,-0.2532465914538652
420258,0.27444,352.428,0.7054,0.17180724615725532,0.20134876944273405,-0.029541523285478738
100213,0.27511,53.0671,-27.1943,0.13829995875243187,0.02999016250633596,0.10830979624609591
150254,0.27508,183.211,47.1458,-0.04920231677162552,0.17202391341150558,-0.2212262301831311
20227,0.27574,349.12,-0.0985,0.0781270257634408,0.12455853483708411,-0.04643150907364331
19051,0.27619,351.375,0.4231,0.002724695945228478,0.04288268490967882,-0.040157988964450345
4000,0.27656,31.016,-0.3658,0.2887060484303183,0.2509919625786556,0.03771408585166269
4046,0.27764,354.498,0.6421,-0.04631980059529153,0.10790482538043705,-0.15422462597572859
1297465,0.27784,51.7953,-27.8221,0.24424403724521582,-0.10272952058529877,0.3469735578305146
5957,0.27924,34.7606,-0.2728,0.037881034492592135,0.026593328008147885,0.01128770648444425
6196,0.2798,337.631,-0.5027,-0.06892365292001318,0.20539384975177247,-0.2743175026717857
040201,0.27987,184.46,47.4468,-0.12340686796488416,0.2048340055463641,-0.32824087351124825
520188,0.28049,215.524,52.5446,-0.07777187372624958,0.18179514299222332,-0.25956701671847293
18485,0.28122,47.9591,-0.6924,-0.1281437031041347,-0.09104133092596847,-0.037102372178166226
1317286,0.28198,36.0079,-6.8106,-0.1310274326891709,0.012611048263777624,-0.1436384809529485
06D3dt,0.28256,214.34,52.4528,0.09594226979807101,-0.08061214409377426,0.17655441389184529
15584,0.28333,43.4955,0.987,-0.04836259071202759,0.03606057714054697,-0.08442316785257456
310238,0.28395,35.5268,-3.2333,-0.11813489470998989,0.17400427307070013,-0.29213916778069005
14261,0.28436,328.24,0.2538,-0.18580442422778637,0.03438297174266655,-0.22018739597045292
16072,0.28434,3.1244,-0.9773,-0.014489623021950108,0.08297093191610888,-0.097460554938059
17791,0.28468,332.373,0.7379,0.3580231975755233,0.1477138836501386,0.2103093139253847
440050,0.28547,333.867,1.5495,0.0057039375615232975,0.23155069754835483,-0.22584675998683154
350080,0.28577,130.635,43.9989,-0.03489269516679579,0.2437836403986814,-0.27867633556547716
20040,0.28655,328.879,0.8151,-0.15267993997961327,-0.006208425792466249,-0.14647151418714702
20245,0.28723,341.706,0.7563,-0.08411247386327289,0.20141594491176362,-0.28552841877503654
17809,0.28746,6.3646,-0.8396,-0.2543542321337309,-0.11706944608825803,-0.13728478604547284
19128,0.28763,354.204,-0.7822,0.07441275029526964,-0.024021237543436824,0.09843398783870647
